Track_Title,Key_Signature
"Nouvelles suites de pièces de clavecin, Suite in G major, RCT 6: VII. Les sauvages ",G major
"Keyboard Concerto in E-Flat Major, Wq. 43 No. 3 ",E-Flat Major
"Mandolin Concerto in C Major, RV 425: II. Largo ",C Major
Piano Concerto in B♭ major: II. Larghetto ,B♭ major
"Recorder Sonata in F Major, Op. 7 No. 4 : I. Adagio ",F Major
Guitar Sonatina in A minor: II. Andante ,A minor
"Keyboard Sonata No. 46 in C Major, P. XII:41 ",C Major
"String Quartet No. 25 in C Major, Op. 20 No. 2, Hob. III:32. IV. Fuga a quattro soggetti ",C Major
"Cello Suite No. 5 in C Minor, BWV 1011: VI. Gavotte II ",C Minor
"Cello Sonata in A Major, Op. 20: I. Sans lenteur ",A Major
"Piano Sonatina No. 1 in E minor, Op. 54 No. 1: II. Adagietto ",E minor
Keyboard Sonata No. 63 in D Major ,D Major
"Violin Concerto No. 4 in D Minor, Op. 46 ",D Minor
"Bassoon Quartet in B-Flat Major, Op. 40 No. 3: I. Allegro moderato ",B-Flat Major
Violin Partita No. 4 in C major: I. Allemande ,C major
"Piano Sonata in E minor, Op. 1: II. Adagio ",E minor
"String Quartet No. 5 in D Major, Op. 9: I. Allegro ",D Major
"Organ Sonata No. 8 in E Minor, Op. 132 ",E Minor
"String Quartet in E flat Major, Op. 14, FS 23: III. Allegretto pastorale ",E flat Major
"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto ",F Minor
"Oboe Quartet in F Major, K. 370: III. Rondeau ",F Major
"Souvenir de Florence in D Minor, Op. 70, TH 118: I. Allegro con spirito ",D Minor
"Arioso sostenuto in A Major, Wq. 79, H. 535 ",A Major
"Keyboard Sonata in E minor, Wq. 59 No. 1: I. Presto ",E minor
"2 Pieces for the Left Hand, Op. 9: No. 2, Nocturne in D-Flat Major ",D-Flat Major
"March in D Major, BWV Anh. 122 ",D Major
"Viola da gamba Sonata in D Major, BWV 1028: I. Vivace ",D Major
"Harpsichord Sonata No. 3 in G Major, BeRI 227: II. Allegro moderato ",G Major
Violin Partita in B Minor: III. Air ,B Minor
"Piano Concerto in D Major, Op. 61a: III. Rondo ",D Major
Piano Concerto in F Major: II. Adagio ,F Major
"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio ",C Major
"Piano Sonata No. 5 in C minor, Op. 10 No. 1: I. Allegro molto e con brio ",C minor
"Prelude in F major, BuxWV 145 ",F major
Symphony No. 3 in A Minor: II. Scherzo. Vivo ,A Minor
"40 Easy Études, Op. 70: No. 12 in G Major ",G Major
Prelude No. 16 in E-Flat Minor ,E-Flat Minor
"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": IV. Finale. Allegro molto ",E-Flat Major
"Symphony No. 101 in D Major, Hob. I:101 ""The Clock"": IV. Finale. Vivace ",D Major
"Organ Concerto in D minor, Op. 7 No. 4, HWV 309: I. Adagio ",D minor
"Piano Concerto No. 13 in C major, K. 415: III. Rondeau. Allegro ",C major
Stabat Mater in F Minor: Pro peccatis Andante ,F Minor
"Scherzo No. 1 in B Minor, Op. 20 ",B Minor
"Pièces de clavecin, Book 4, 21st ordre in E Minor ",E Minor
"24 Préludes, Op. 34: No. 7 in A Major. Andante ",A Major
"Ungarischer Romanzero, S. 241a: No. 8 in D Minor ",D Minor
"Harmonia artificiosa-ariosa, Partia No. 6 in D major, C. 67: II. Aria con variato ",D major
"Pièces de clavecin, Book 4, 23rd Ordre in F Major: No. 3, L'arlequine ",F Major
Sonata No. 4 for 2 Cellos in G Major ,G Major
"Cello Sonata in B flat Major, Op. 14 No. 6, RV 46 ",B flat Major
"Prelude & Fugue for Organ in A Minor, BWV 543: II. Fugue ",A Minor
Flute Concerto in D Major: III. Alla breve - Un poco allegro ,D Major
"Mazurkas, Op. 41: No. 1 in C# Minor ",C# Minor
"Deutsche Suite No. 1 in B Minor, Op. 36: III. Sarabande ",B Minor
"Violin Sonata in C Major, Wq. 73: III. Allegretto ",C Major
"4 Duettos: No. 4 in A minor, Op. 3 No. 26, BWV 805 ",A minor
"String Quartet No. 9 in C major, Op. 59 No. 3: III. Menuetto. Grazioso - Trio ",C major
"Cassation in G Major, K. 63: Allegro ",G Major
"Septet No. 2 in C Major ""Military"": III. Menuetto. Allegro ",C Major
"Quartet in E Minor, TWV 43:e2: II. Allegro ",E Minor
"Piano Concerto No. 9 in E flat Major, K. 271 ",E flat Major
Trio Sonata in G Minor: I. Adagio ,G Minor
"String Quartet in G Major, Op. 23: II. Pastorale allegretto teneramente ",G Major
Harpsichord Suite No. 6 in F major: IV. Gigue ,F major
"Violin Concerto No. 1 in A Minor, Op. 77: III. Passacaglia. Andante - Cadenza ",A Minor
"Overture in C Major for Wind Instruments, Op. 24, MWV P1 ",C Major
"Lieder ohne Worte, Book 6, Op. 67: No. 3 in B-Flat Major, MWV U 102 ",B-Flat Major
"Symphony No. 2 in C Minor, Op. 28: II. Presto ",C Minor
"Symphony in D Minor, Op. 19 ",D Minor
"Pièces de clavecin, Suite No. 7 in G Minor: I. Prélude ",G Minor
"Piano Sonatina in C Major, Op. 88 No. 1: I. Allegro ",C Major
"Sonata grossa in D Major, MWV 4:5: I. Adagio ",D Major
"Piano Quartet No. 1 in G Minor, Op. 25: III. Andante con moto - Animato ",G Minor
"Nocturne in A flat Major, Op. 32 No. 2 ",A flat Major
"Keyboard Sonata in E Minor, Wq. 49 No. 3 ""Wurttemberg No. 3"": I. Allegro ",E Minor
"Violin Partita No. 2 in D Minor, BWV 1004: I. Allemanda ",D Minor
"String Sextet in C Major, Op. 140: IV. Finale. Presto - Moderato - Presto ",C Major
Pièces in A Major: III. Chaconne ,A Major
"Keyboard Sonata in E Major, Wq. 65 No. 46: III. Allegro ",E Major
"Harp Sonata in G Major, Wq. 139: I. Allegro ",G Major
"Fantasie in C major, Op. 15, D. 760 ""Wanderer"": III. Presto ",C major
"Prelude No. 5 in D Major, BWV 874 ",D Major
"Keyboard Suite in G Major, HWV 441: VI. Gavotta ",G Major
"Flute Concerto No. 1 in G Major, K. 313 ",G Major
"Organ Sonata No. 16 in G# Minor, Op. 175: I. Allegro moderato ",G# Minor
"Piano Concerto in C Minor, RT VII/4 ",C Minor
"33 Variations in C major on a Waltz by Diabelli, Op. 120: Var. 23, Allegro assai ",C major
"4 Klavierstücke, Op. 2: No. 4, Capriccio in B Minor ",B Minor
Oboe Concerto in D Minor: II. Adagio [Arr. for Horn & Synthesizer] ,D Minor
"Recorder Concerto in D Major, Op. 10 No. 3, RV 428 ""Il gardellino"" ",D Major
"Violin Sonata in F Major, Op. 1 No. 12, HWV 370: II. Allegro ",F Major
"Piano Sonatina in C Major, Op. 55 No. 1: I. Allegro ",C Major
"Keyboard Sonata in F Major, Wq. 55 No. 2: III. Allegro assai ",F Major
"Keyboard Concerto in F Minor, BWV 1056: I. Allegro moderato ",F Minor
"Organ Sonata No. 4 in A Minor, Op. 98: III. Fuga cromatica ",A Minor
"Presto in B-Flat Major, FP 70 ",B-Flat Major
"Symphonie concertante No. 2 in D Major, Op. 101, Br. 89: II. Anglaise en rondeau ",D Major
"Improvisations, FP 63: No. 3 in B Minor ",B Minor
"12 Études, Op. 25: No. 12 in c minor ""Ocean"" ",c minor
Chamber Symphony in D Major: II. Andante cantabile ,D Major
"Piano Trio in A Minor, Op. 150: III. Allegro con brio ",A Minor
"Violin Sonata No. 28 in E-Flat Major, Op. 2 No. 6, K. 380: III. Rondo. Allegro ",E-Flat Major
"String Quartet in G Minor, Op. 42 No. 1: II. Andantino ",G Minor
"3 Préludes, Op. 16: No. 2 in B-Flat Minor ",B-Flat Minor
"Cello Sonata in A Minor, Op. 14 No. 3, RV 43: I. Largo ",A Minor
"24 Études, Op. 125: No. 5 in D Major ",D Major
5 Préludes: No. 5 in D major ,D major
"Suite in A Minor, RCT 5: No. 11, Quatrième double ",A Minor
"Trio Sonata No. 5 in C Major, BWV 529: I. Allegro ",C Major
Piano Sonata No. 2 in G Major: III. Sehr langsam - Rondo. Bewegt ,G Major
Cours complet pour l'enseignement du forté-piano: Étude No. 55 in F Minor ,F Minor
"Sonata in D major, No. 1: I. Grave ",D major
"Concerto da chiesa in G Major, TWV 33:2 ",G Major
"Piano Sonata No. 13 in A major, D. 664: III. Allegro ",A major
"Piano Sonatina No. 2 in G major, Op. 54 No. 2: I. Allegro sostenuto ",G major
"20 Hungarian Rhapsodies, S. 244: No. 15 in A Minor ""Rakoczy March"" ",A Minor
"Baryton Trio No. 87 in A minor, Hob. XI:87 ",A minor
Trio Sonata a 3 No. 3 in A Major: IV. Allegro ,A Major
"Violin Sonata No. 2 in A Major, BWV 1015: I. ",A Major
"Piano Sonata No. 5 in C Major, Op. 135: III. Un poco allegretto ",C Major
"Serenade in A Minor, Op. 75: II. Allegro moderato, alla marcia ",A Minor
"Violin Sonatina in D Major, Op. 46 ",D Major
"Recorder Concerto in A Minor, RV 445: III. Allegro ",A Minor
"String Quartet in D major, Op. 76 No. 5, Hob. III:79: II. Largo cantabile e mesto ",D major
Sonata in D Minor: IV. Menuet ,D Minor
"Piano Quintet in C Minor, Op. 16: II. Andante con moto ",C Minor
"Concerto for 2 Flutes & Bassoon in G Major, TWV 53:G1: IV. Presto ",G Major
"Piano Trio No. 2 in C Major, Op. 87: IV. Allegro giocoso ",C Major
"Mass No. 2 in G major, D. 167: V. Benedictus ",G major
Toccata IX in D Minor ,D Minor
"16 Waltzes, Op. 39: No. 13 in C Major ",C Major
"5 Little Préludes, BWV 939-943: Prelude No. 5 in C Major, BWV 943 ",C Major
"Symphony No. 51 in B-Flat Major, Hob. I:51: III. Menuetto ",B-Flat Major
Piano Sonata No. 14 in B-Flat Major: IIIl. Theme & Variations on a Theme by Handel. Var. 11 ,B-Flat Major
"Cello Sonata No. 2 in A Minor, Op. 81 ",A Minor
"24 Préludes, Op. 34: No. 20 in C Minor. Allegretto furioso ",C Minor
"Violin Sonata in A Major, FWV 8: III. Recitative ",A Major
"24 Caprices, Op. 1: No. 13 in B♭ major. Allegro - Minore - Allegro ",B♭ major
"Piano Sonata in F Minor, Op. 8: I. Lento ",F Minor
"Piano Sonata No. 1 in A-Flat Major, Op. 28: II. Scherzo. Allegro con brio ",A-Flat Major
Cello Concerto in A Major: II. Andante molto ,A Major
"Pièces de viole, Suite No. 5 in C Minor: I. La Rameau. Majestueusement ",C Minor
String Quartet No. 1 in E-Flat Major: IV. Finale. Allegro assai ,E-Flat Major
"Passacagli in B-Flat Major, F. 2.28 ",B-Flat Major
"Piano Sonata No. 3 in E Major, D. 459: II. Scherzo. Allegro ",E Major
Piano Sonata in F Major: I. Allegro ,F Major
"Symphony in D Minor, Op. 19: II. Andante molto sostenuto ",D Minor
"Concerto grosso in G Minor, Op. 3 No. 2, RV 578 ",G Minor
"Keyboard Suite in G major, HWV 441: VI. Gavotta & Double ",G major
"String Quartet in E flat Major, Op. 1 No. 0, Hob. II:6: IV. Minuet ",E flat Major
"Violin Concerto in G Major, RV 312: II. Larghetto ",G Major
"Piano Quartet No. 3 in B Minor, Op. 3, MWV Q 17: IV. Allegro vivace ",B Minor
"Valse-scherzo in C Major, Op. 34, TH 58 ",C Major
"Concerto grosso in D Minor, Op. 6 No. 10, HWV 328: I. Overture ",D Minor
"18 Dances of Different Genres: No. 11, Anglaise in A-Flat Major ",A-Flat Major
"Organ Sonata No. 13 in E-Flat Major, Op. 161: III. Intermezzo. Largo ",E-Flat Major
"Symphony No. 6 in F major, Op. 68 ""Pastoral"": II. Scene by the Brook. Andante molto mosso ",F major
"Flute Trio in G minor, Op. 63, J. 259: III. Schäfers Klage. Andante espressivo ",G minor
"Suite for Orchestra No. 1 in D Major, Op. 43, TH 31: VI. Gavotte. Allegro ",D Major
Symphony No. 7 in E Minor: I. Langsam - Allegro con fuoco ,E Minor
"String Quartet in F major, M. 35: III. Très lent ",F major
"Keyboard Partita No. 2 in C Minor, BWV 826: I. Sinfonia ",C Minor
"Keyboard Sonata in G Minor, Op. 34 No. 2: II. Un poco adagio ",G Minor
"Piano Quintet in A Major, Op. 24: II. Larghetto mosso ",A Major
"Ungarischer Romanzero, S. 241a: No. 13 in F-Sharp minor ",F-Sharp minor
"Toccata in G Minor, BWV 915: III. Adagio ",G Minor
Horn Concerto in E Major ,E Major
"Trio Sonata in D Major, TWV 42:D5: I. Andante ",D Major
"Guitar Concerto No. 1 in A Major, Op. 30: III. Polonaise ",A Major
"Piano Sonata No. 4 in E-Flat Major, K. 282: I. Adagio ",E-Flat Major
"String Quintet No. 3 in C Major, K. 515: II. Menuetto. Allegretto ",C Major
"Trio Sonata in E Minor, Op. 1: III. Gavotte ",E Minor
"Piano Concerto No. 3 in E Minor, Op. 60 ""Ballade"": III. Finale. Allegro molto ",E Minor
"Violin Sonata in B flat Major, Op. 35: III. Rondo vivace assai ",B flat Major
"Piano Sonata No. 3 in F Minor, Op. 14: I. Allegro brillante ",F Minor
"Violin Sonata No. 2 in G Major, M. 77: I. Allegretto ",G Major
"Fugue in F Major, Wq. 119 No. 3, H. 100 ",F Major
"Capriccio in B-Flat Major, BWV 992: V. Postilion's Aria ",B-Flat Major
Symphony No. 2 in E minor: II. Andante semplice ,E minor
"Keyboard Concerto in D Minor, BWV 987: II. Allegro - III. Adagio ",D Minor
Piano Sonata No. 11 in F sharp Minor: III. Allegretto ,F sharp Minor
"Symphony No. 2 in C Minor, Op. 17, TH 25 ""Little Russian"": I. Andante sostenuto ",C Minor
"Violin Partita No. 3 in E Major, BWV 1006: IV. Menuet I & II ",E Major
"Keyboard Sonata in F Minor, Wq. 63 No. 6: II. Adagio ",F Minor
Recorder Concerto No. 13 in G Minor: III. Largo ,G Minor
"Prelude, Fugue & Chaconne in C major, BuxWV 137: Prelude ",C major
"Sonata in F Major, No. 4: IV. Adagio ",F Major
"Marche héroïque No. 6 in E Major, TWV 50:36 ""L'amour"" ",E Major
Taniec Polsky No. 1 in c minor ,c minor
"Humoreske in B flat Major, Op. 20: Hastig ",B flat Major
"Concerto for 2 Violins in G major, RV 516: I. Allegro molto ",G major
"Mazurkas, Op. 56: No. 3 in C Minor ",C Minor
"Trio in B-Flat Major, Op. 33 No. 3: I. Allegro ",B-Flat Major
"Flute Concerto No. 161 in G Major, QV 5:174: III. Presto ",G Major
Invention in E Minor ,E Minor
"Praeambulum No. 5 in D Minor ""Psalm 33 – Réveillez-vous, chacun fidèle"" ",D Minor
"Piano Sonatina in G Major, Op. 54 No. 2 ",G Major
Let's Dance Gay in Green Meadow [Version for Wind Ensemble] , 
"Concerto del Signor Meck in B Minor, LV 133: III. Allegro ",B Minor
"Sonate d'intavolatura, Op. 1, Book 1: Verso I in D Minor ",D Minor
"Concerto for Strings in C Major, RV 114: I. Allegro ",C Major
"Prelude No. 15 in G Major, BWV 860 ",G Major
"Fantasia in F Major, Wq. 59 No. 5, H. 279 ",F Major
"Suite in F Major, Op. 90: V. Gigue ",F Major
"Dettingen Te Deum in D Major, HWV 283 ",D Major
"Symphony No. 99 in E♭ major, Hob. I:99: I. Adagio ",E♭ major
"Keyboard Concerto in D Minor, Wq. 23: II. Poco andante ",D Minor
24 Préludes & Fugues: Fugue No. 13 in F# Major ,F# Major
"Sonata à 3 No. 1 in G Minor, Z. 790 ",G Minor
"3 Keyboard Sonatas, No. 1 in C Major: III. Rondo allegro ",C Major
"Sonata for 2 Violins in E Major, Op. 12 No. 2: I. Allegro ma poco ",E Major
"Flute Sonata in G Minor, BWV 1020 [Arr. for Flute & Harp]: II. Adagio ",G Minor
"Keyboard Sonata in C Minor, Hob. XVI:20 ",C Minor
"Symphony No. 99 in E flat Major, Hob. I:99 ",E flat Major
"French Suite No. 2 in c minor, BWV 813: VI. Minuet II ",c minor
"Keyboard Sonata in D Minor, Wq. 52 No. 2: III. Allegro ",D Minor
"The Well-Tempered Clavier, Book 2: Prelude No. 7 in E-Flat Major, BWV 876 ",E-Flat Major
"Pièces de clavecin, Book 2, 11th Ordre in C Minor-Major: L'Étincelante ou La Bontems ",C Minor
"Piano Sonata in B Minor, S. 178: Id. Sempre forte e agitato - Andante sostenuto - Lento assai ",B Minor
"Violin Concerto No. 1 in G Minor, Op. 31 ""Italiano"": I. Allegro moderato e maestoso ",G Minor
"6 Klavierstücke, Op. 118: No. 3, Ballade in G Minor ",G Minor
"String Quartet in E♭ major, Op. 2 No. 3, Hob. III:9: IV. Menuetto ",E♭ major
"Requiem in D Minor, K. 626: I. Requiem aeternam - II. Kyrie - IIIa. Dies irae ",D Minor
Suite in D Minor: VII. Bourrée ,D Minor
"Concerto for 2 Oboes & Trumpet in D major, TWV 53:D2: I. Allegro ",D major
"String Quartet in F Major, Op. 74, Hob. III:73: III. Menuetto ",F Major
"Mazurka in D major, Op. Posth. ",D major
"Piano Concerto No. 18 in B♭ major, K. 456: I. Allegro vivace ",B♭ major
"Trio élégiaque No. 2 in D minor, Op. 9: I. Moderato ",D minor
"Cello Sonata in G Minor, G. 562: III. Presto ",G Minor
"Fantasia & Fugue in G Minor, BWV 542 ",G Minor
String Quartet No. 1 in D minor: II. Adagio con espressione ,D minor
"Keyboard Partita No. 2 in C Minor, BWV 826: V. Rondeau ",C Minor
"3 Nouvelles études, B. 130: No. 2 in D-Flat Major ",D-Flat Major
"Symphony No. 19 in D Major, Hob. I:19: III. Presto ",D Major
"Pomp & Circumstance, Op. 39: March No. 3 in c minor ",c minor
"Cello Sonata No. 8 in B flat Major, G. 8 ",B flat Major
Guitar Sonata in A Minor: II. Courante ,A Minor
"Fugue in C Minor, BWV 961 ",C Minor
"Concerto for 2 Horns in E-Flat Major, TWV 52:Es1: I. Maestoso ",E-Flat Major
"Organ Concerto No. 5 in F Major, Op. 4 No. 5, HWV 293: IV. Presto ",F Major
24 Préludes & Fugues: Prelude No. 24 in D Minor ,D Minor
Flute Sonata in E-Flat Major ,E-Flat Major
"Violin Concerto in D Minor, Op. 11 ""In ungarischer Weise"" ",D Minor
"Nouvelles suites de pièces de clavecin, Suite in A minor, RCT 5: XVIII. Les triolets ",A minor
"String Quartet in E Minor, Op. 23: II. Andante cantabile ",E Minor
"6 Little Préludes: Prelude No. 6 in E Minor, BWV 938 ",E Minor
"Violin Sonata in D Minor, Wq. 72: II. Allegro ",D Minor
"Fantasia in A Minor, BWV 922 ",A Minor
"Suite in F Major, Op. 90: I. Prélude ",F Major
"Bassoon Quartet in C Major, Op. 40 No. 1: III. Minuetto. Allegretto ",C Major
Keyboard Sonata No. 57 in A Major ,A Major
"Flute Sonata in A Minor, Wq. 128: II. Allegro ",A Minor
"Lieder ohne Worte, Book 3, Op. 38: No. 6 in A♭ major, MWV U119 ""Duetto"" ",A♭ major
"Keyboard Sonata in B-Flat Major, Wq. 54 No. 4 ",B-Flat Major
"Lute Partita in E Major, BWV 1006a: I. Prélude ",E Major
"Allegretto in D Minor, Wq. 113 No. 6, H. 198 ",D Minor
Stabat Mater in F Minor: O quam tristis. Adagio ,F Minor
"11 Bagatelles, Op. 119: No. 8 in C Major. Moderato cantabile ",C Major
"Polonaise-fantaisie in A-Flat Major, Op. 61 ",A-Flat Major
"Concert Studies: No. 24, Les pins de la villa Médicis in B-Flat Major ",B-Flat Major
"Keyboard Sonata in A Major, Wq. 65 No. 37: III. Allegro di molto ",A Major
"Invention in D major, Op. 10 No. 7: IV. Scherzo. Presto ",D major
"Sonata in G Major ""La félicité"" ",G Major
"7 Organ Sonatas: No. 1, Allegro in C Major ",C Major
"Voluntary in G major, Op. 5 No. 9: I. Largo - Adagio ",G major
"2 Marches for Military Band: No. 1 in F Major, WoO 18 ",F Major
"Étude mignonne in D major, Op. 16 No. 1 ",D major
"Sonata for 2 Violins in C major, Op. 56: IV. Allegro con brio - Più presto ",C major
"4 Duets: Duet No. 2 in F Major, BWV 803 ",F Major
"Symphony No. 3 in E Major, Op. 23: IV. Allegro con brio ",E Major
"3 Romances, Op. 94: No. 2 in A Major ",A Major
"Nocturnes, Op. 37: No. 1 in G Minor ",G Minor
"Mass in B Minor, BWV 232: Credo in unum Deum - Patrem omnipotentem ",B Minor
"12 Fantasias: No. 8 in E Major, TWV 40:21 ",E Major
"Fantasia & Fugue in c minor, BWV 537: Fantasia ",c minor
"3-Part Inventions: No. 13 in A Minor, BWV 799 ",A Minor
"Violin Concerto in D Minor, Op. 46: II. Andante sostenuto ",D Minor
"Études-tableaux, Op. 39: No. 1 in C Minor ",C Minor
"Piano Sonata No. 2 in B-Flat Minor, Op. 36: III. Allegro molto ",B-Flat Minor
"Keyboard Sonata in G Minor, Hob. XVI:44: II. Allegretto ",G Minor
Ain't Gonna Rain No More , 
Trumpet Concerto in E-Flat Major: II. Largo ,E-Flat Major
"Nouvelles suites de pièces de clavecin, Suite in A Minor, RCT 5: XVI. Menuet ",A Minor
"Cello Concerto in A Minor, RV 419 ",A Minor
"Concerto for Strings in G Minor, RV 156 ",G Minor
"Keyboard Suite No. 3 in D Minor, HWV 428: III. Presto ",D Minor
"Duo for Clarinet & Bassoon in F Major, WoO 27 No. 2: I. Allegro affettuoso ",F Major
"Recorder Sonata in B♭ major, TWV 41:B3: III. Largo ",B♭ major
"String Quartet in A Major, Op. 55 No. 1, Hob. III:60: IV. Finale. Vivace ",A Major
Harpsichord Suite No. 2 in G Minor ,G Minor
"Concerto grosso in c minor, Op. 2 No. 2 ",c minor
"Prelude No. 6 in E Minor, BWV 938 ",E Minor
"Symphony No. 2 in D major, S. 464/2: I. Adagio molto ",D major
"Piano Sonata in G Major, Op. 118 No. 1: II. Thema mit variationen ",G Major
"Harpsichord Concerto No. 4 in A Major, BWV 1055: II. Larghetto ",A Major
"Trio Sonata in G Minor, TWV 42:g7 ",G Minor
"String Quartet No. 28 in E-Flat Major, Op. 20 No. 1, Hob. III:31: II. Minuet. Un poco Allegretto ",E-Flat Major
"Keyboard Suite in D Minor, HWV 449: IV. Sarabande ",D Minor
"Orchestral Suite in G Major, TWV 55:G4 ""Les nations anciennes et modernes"": VI. Les suedes modernes ",G Major
"Piano Sonata in F Major, Op. 12 ",F Major
